OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
10524,5,1,1997-05-01 00:00:00.000,1997-05-29 00:00:00.000,1997-05-07 00:00:00.000,2,244.79,Berglunds snabbköp,Berguvsvägen  8,Luleå,NULL,S-958 22,Sweden
10572,5,3,1997-06-18 00:00:00.000,1997-07-16 00:00:00.000,1997-06-25 00:00:00.000,2,116.43,Berglunds snabbköp,Berguvsvägen  8,Luleå,NULL,S-958 22,Sweden
10626,5,1,1997-08-11 00:00:00.000,1997-09-08 00:00:00.000,1997-08-20 00:00:00.000,2,138.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,NULL,S-958 22,Sweden
10654,5,5,1997-09-02 00:00:00.000,1997-09-30 00:00:00.000,1997-09-11 00:00:00.000,1,55.26,Berglunds snabbköp,Berguvsvägen  8,Luleå,NULL,S-958 22,Sweden
10672,5,9,1997-09-17 00:00:00.000,1997-10-01 00:00:00.000,1997-09-26 00:00:00.000,2,95.75,Berglunds snabbköp,Berguvsvägen  8,Luleå,NULL,S-958 22,Sweden
10689,5,1,1997-10-01 00:00:00.000,1997-10-29 00:00:00.000,1997-10-07 00:00:00.000,2,13.42,Berglunds snabbköp,Berguvsvägen  8,Luleå,NULL,S-958 22,Sweden
10733,5,1,1997-11-07 00:00:00.000,1997-12-05 00:00:00.000,1997-11-10 00:00:00.000,3,110.11,Berglunds snabbköp,Berguvsvägen  8,Luleå,NULL,S-958 22,Sweden
10778,5,3,1997-12-16 00:00:00.000,1998-01-13 00:00:00.000,1997-12-24 00:00:00.000,1,6.79,Berglunds snabbköp,Berguvsvägen  8,Luleå,NULL,S-958 22,Sweden
10837,5,9,1998-01-16 00:00:00.000,1998-02-13 00:00:00.000,1998-01-23 00:00:00.000,3,13.32,Berglunds snabbköp,Berguvsvägen  8,Luleå,NULL,S-958 22,Sweden
10857,5,8,1998-01-28 00:00:00.000,1998-02-25 00:00:00.000,1998-02-06 00:00:00.000,2,188.85,Berglunds snabbköp,Berguvsvägen  8,Luleå,NULL,S-958 22,Sweden
10866,5,5,1998-02-03 00:00:00.000,1998-03-03 00:00:00.000,1998-02-12 00:00:00.000,1,109.11,Berglunds snabbköp,Berguvsvägen  8,Luleå,NULL,S-958 22,Sweden
10875,5,4,1998-02-06 00:00:00.000,1998-03-06 00:00:00.000,1998-03-03 00:00:00.000,2,32.37,Berglunds snabbköp,Berguvsvägen  8,Luleå,NULL,S-958 22,Sweden
10924,5,3,1998-03-04 00:00:00.000,1998-04-01 00:00:00.000,1998-04-08 00:00:00.000,2,151.52,Berglunds snabbköp,Berguvsvägen  8,Luleå,NULL,S-958 22,Sweden
10501,6,9,1997-04-09 00:00:00.000,1997-05-07 00:00:00.000,1997-04-16 00:00:00.000,3,8.85,Blauer See Delikatessen,Forsterstr. 57,Mannheim,NULL,68306,Germany
10509,6,4,1997-04-17 00:00:00.000,1997-05-15 00:00:00.000,1997-04-29 00:00:00.000,1,0.15,Blauer See Delikatessen,Forsterstr. 57,Mannheim,NULL,68306,Germany
10582,6,3,1997-06-27 00:00:00.000,1997-07-25 00:00:00.000,1997-07-14 00:00:00.000,2,27.71,Blauer See Delikatessen,Forsterstr. 57,Mannheim,NULL,68306,Germany
10614,6,8,1997-07-29 00:00:00.000,1997-08-26 00:00:00.000,1997-08-01 00:00:00.000,3,1.93,Blauer See Delikatessen,Forsterstr. 57,Mannheim,NULL,68306,Germany
10853,6,9,1998-01-27 00:00:00.000,1998-02-24 00:00:00.000,1998-02-03 00:00:00.000,2,53.83,Blauer See Delikatessen,Forsterstr. 57,Mannheim,NULL,68306,Germany
10956,6,6,1998-03-17 00:00:00.000,1998-04-28 00:00:00.000,1998-03-20 00:00:00.000,2,44.65,Blauer See Delikatessen,Forsterstr. 57,Mannheim,NULL,68306,Germany
11058,6,9,1998-04-29 00:00:00.000,1998-05-27 00:00:00.000,NULL,3,31.14,Blauer See Delikatessen,Forsterstr. 57,Mannheim,NULL,68306,Germany
10265,7,2,1996-07-25 00:00:00.000,1996-08-22 00:00:00.000,1996-08-12 00:00:00.000,1,55.28,Blondel père et fils,24 place Kléber,Strasbourg,NULL,67000,France
10297,7,5,1996-09-04 00:00:00.000,1996-10-16 00:00:00.000,1996-09-10 00:00:00.000,2,5.74,Blondel père et fils,24 place Kléber,Strasbourg,NULL,67000,France
10360,7,4,1996-11-22 00:00:00.000,1996-12-20 00:00:00.000,1996-12-02 00:00:00.000,3,131.70,Blondel père et fils,24 place Kléber,Strasbourg,NULL,67000,France
10436,7,3,1997-02-05 00:00:00.000,1997-03-05 00:00:00.000,1997-02-11 00:00:00.000,2,156.66,Blondel père et fils,24 place Kléber,Strasbourg,NULL,67000,France
10449,7,3,1997-02-18 00:00:00.000,1997-03-18 00:00:00.000,1997-02-27 00:00:00.000,2,53.30,Blondel père et fils,24 place Kléber,Strasbourg,NULL,67000,France
10559,7,6,1997-06-05 00:00:00.000,1997-07-03 00:00:00.000,1997-06-13 00:00:00.000,1,8.05,Blondel père et fils,24 place Kléber,Strasbourg,NULL,67000,France
10566,7,9,1997-06-12 00:00:00.000,1997-07-10 00:00:00.000,1997-06-18 00:00:00.000,1,88.40,Blondel père et fils,24 place Kléber,Strasbourg,NULL,67000,France
10584,7,4,1997-06-30 00:00:00.000,1997-07-28 00:00:00.000,1997-07-04 00:00:00.000,1,59.14,Blondel père et fils,24 place Kléber,Strasbourg,NULL,67000,France
10628,7,4,1997-08-12 00:00:00.000,1997-09-09 00:00:00.000,1997-08-20 00:00:00.000,3,30.36,Blondel père et fils,24 place Kléber,Strasbourg,NULL,67000,France
10679,7,8,1997-09-23 00:00:00.000,1997-10-21 00:00:00.000,1997-09-30 00:00:00.000,3,27.94,Blondel père et fils,24 place Kléber,Strasbourg,NULL,67000,France
10826,7,6,1998-01-12 00:00:00.000,1998-02-09 00:00:00.000,1998-02-06 00:00:00.000,1,7.09,Blondel père et fils,24 place Kléber,Strasbourg,NULL,67000,France
10326,8,4,1996-10-10 00:00:00.000,1996-11-07 00:00:00.000,1996-10-14 00:00:00.000,2,77.92,Bólido Comidas preparadas,C/ Araquil 67,Madrid,NULL,28023,Spain
10801,8,4,1997-12-29 00:00:00.000,1998-01-26 00:00:00.000,1997-12-31 00:00:00.000,2,97.09,Bólido Comidas preparadas,C/ Araquil 67,Madrid,NULL,28023,Spain
10970,8,9,1998-03-24 00:00:00.000,1998-04-07 00:00:00.000,1998-04-24 00:00:00.000,1,16.16,Bólido Comidas preparadas,C/ Araquil 67,Madrid,NULL,28023,Spain
10331,9,9,1996-10-16 00:00:00.000,1996-11-27 00:00:00.000,1996-10-21 00:00:00.000,1,10.19,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
10340,9,1,1996-10-29 00:00:00.000,1996-11-26 00:00:00.000,1996-11-08 00:00:00.000,3,166.31,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
10362,9,3,1996-11-25 00:00:00.000,1996-12-23 00:00:00.000,1996-11-28 00:00:00.000,1,96.04,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
10470,9,4,1997-03-11 00:00:00.000,1997-04-08 00:00:00.000,1997-03-14 00:00:00.000,2,64.56,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
10511,9,4,1997-04-18 00:00:00.000,1997-05-16 00:00:00.000,1997-04-21 00:00:00.000,3,350.64,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
10525,9,1,1997-05-02 00:00:00.000,1997-05-30 00:00:00.000,1997-05-23 00:00:00.000,2,11.06,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
10663,9,2,1997-09-10 00:00:00.000,1997-09-24 00:00:00.000,1997-10-03 00:00:00.000,2,113.15,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
10715,9,3,1997-10-23 00:00:00.000,1997-11-06 00:00:00.000,1997-10-29 00:00:00.000,1,63.20,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
10730,9,5,1997-11-05 00:00:00.000,1997-12-03 00:00:00.000,1997-11-14 00:00:00.000,1,20.12,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
10732,9,3,1997-11-06 00:00:00.000,1997-12-04 00:00:00.000,1997-11-07 00:00:00.000,1,16.97,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
10755,9,4,1997-11-26 00:00:00.000,1997-12-24 00:00:00.000,1997-11-28 00:00:00.000,2,16.71,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
10827,9,1,1998-01-12 00:00:00.000,1998-01-26 00:00:00.000,1998-02-06 00:00:00.000,2,63.54,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
10871,9,9,1998-02-05 00:00:00.000,1998-03-05 00:00:00.000,1998-02-10 00:00:00.000,2,112.27,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
10876,9,7,1998-02-09 00:00:00.000,1998-03-09 00:00:00.000,1998-02-12 00:00:00.000,3,60.42,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
10932,9,8,1998-03-06 00:00:00.000,1998-04-03 00:00:00.000,1998-03-24 00:00:00.000,1,134.64,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
10940,9,8,1998-03-11 00:00:00.000,1998-04-08 00:00:00.000,1998-03-23 00:00:00.000,3,19.77,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
11076,9,4,1998-05-06 00:00:00.000,1998-06-03 00:00:00.000,NULL,2,38.28,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
10389,10,4,1996-12-20 00:00:00.000,1997-01-17 00:00:00.000,1996-12-24 00:00:00.000,2,47.42,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10410,10,3,1997-01-10 00:00:00.000,1997-02-07 00:00:00.000,1997-01-15 00:00:00.000,3,2.40,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10411,10,9,1997-01-10 00:00:00.000,1997-02-07 00:00:00.000,1997-01-21 00:00:00.000,3,23.65,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10431,10,4,1997-01-30 00:00:00.000,1997-02-13 00:00:00.000,1997-02-07 00:00:00.000,2,44.17,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10492,10,3,1997-04-01 00:00:00.000,1997-04-29 00:00:00.000,1997-04-11 00:00:00.000,1,62.89,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10742,10,3,1997-11-14 00:00:00.000,1997-12-12 00:00:00.000,1997-11-18 00:00:00.000,3,243.73,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10918,10,3,1998-03-02 00:00:00.000,1998-03-30 00:00:00.000,1998-03-11 00:00:00.000,3,48.83,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10944,10,6,1998-03-12 00:00:00.000,1998-03-26 00:00:00.000,1998-03-13 00:00:00.000,3,52.92,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10949,10,2,1998-03-13 00:00:00.000,1998-04-10 00:00:00.000,1998-03-17 00:00:00.000,3,74.44,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10975,10,1,1998-03-25 00:00:00.000,1998-04-22 00:00:00.000,1998-03-27 00:00:00.000,3,32.27,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10982,10,2,1998-03-27 00:00:00.000,1998-04-24 00:00:00.000,1998-04-08 00:00:00.000,1,14.01,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
11027,10,1,1998-04-16 00:00:00.000,1998-05-14 00:00:00.000,1998-04-20 00:00:00.000,1,52.52,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
11045,10,6,1998-04-23 00:00:00.000,1998-05-21 00:00:00.000,NULL,2,70.58,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
11048,10,7,1998-04-24 00:00:00.000,1998-05-22 00:00:00.000,1998-04-30 00:00:00.000,3,24.12,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10289,11,7,1996-08-26 00:00:00.000,1996-09-23 00:00:00.000,1996-08-28 00:00:00.000,3,22.77,B's Beverages,Fauntleroy Circus,London,NULL,EC2 5NT,UK
10471,11,2,1997-03-11 00:00:00.000,1997-04-08 00:00:00.000,1997-03-18 00:00:00.000,3,45.59,B's Beverages,Fauntleroy Circus,London,NULL,EC2 5NT,UK
10484,11,3,1997-03-24 00:00:00.000,1997-04-21 00:00:00.000,1997-04-01 00:00:00.000,3,6.88,B's Beverages,Fauntleroy Circus,London,NULL,EC2 5NT,UK
10538,11,9,1997-05-15 00:00:00.000,1997-06-12 00:00:00.000,1997-05-16 00:00:00.000,3,4.87,B's Beverages,Fauntleroy Circus,London,NULL,EC2 5NT,UK
10539,11,6,1997-05-16 00:00:00.000,1997-06-13 00:00:00.000,1997-05-23 00:00:00.000,3,12.36,B's Beverages,Fauntleroy Circus,London,NULL,EC2 5NT,UK
10578,11,4,1997-06-24 00:00:00.000,1997-07-22 00:00:00.000,1997-07-25 00:00:00.000,3,29.60,B's Beverages,Fauntleroy Circus,London,NULL,EC2 5NT,UK
10599,11,6,1997-07-15 00:00:00.000,1997-08-26 00:00:00.000,1997-07-21 00:00:00.000,3,29.98,B's Beverages,Fauntleroy Circus,London,NULL,EC2 5NT,UK
10943,11,4,1998-03-11 00:00:00.000,1998-04-08 00:00:00.000,1998-03-19 00:00:00.000,2,2.17,B's Beverages,Fauntleroy Circus,London,NULL,EC2 5NT,UK
10947,11,3,1998-03-13 00:00:00.000,1998-04-10 00:00:00.000,1998-03-16 00:00:00.000,2,3.26,B's Beverages,Fauntleroy Circus,London,NULL,EC2 5NT,UK
11023,11,1,1998-04-14 00:00:00.000,1998-04-28 00:00:00.000,1998-04-24 00:00:00.000,2,123.83,B's Beverages,Fauntleroy Circus,London,NULL,EC2 5NT,UK
10521,12,8,1997-04-29 00:00:00.000,1997-05-27 00:00:00.000,1997-05-02 00:00:00.000,2,17.22,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,NULL,1010,Argentina
10782,12,9,1997-12-17 00:00:00.000,1998-01-14 00:00:00.000,1997-12-22 00:00:00.000,3,1.10,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,NULL,1010,Argentina
10819,12,2,1998-01-07 00:00:00.000,1998-02-04 00:00:00.000,1998-01-16 00:00:00.000,3,19.76,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,NULL,1010,Argentina
10881,12,4,1998-02-11 00:00:00.000,1998-03-11 00:00:00.000,1998-02-18 00:00:00.000,1,2.84,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,NULL,1010,Argentina
10937,12,7,1998-03-10 00:00:00.000,1998-03-24 00:00:00.000,1998-03-13 00:00:00.000,3,31.51,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,NULL,1010,Argentina
11054,12,8,1998-04-28 00:00:00.000,1998-05-26 00:00:00.000,NULL,1,0.33,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,NULL,1010,Argentina
10259,13,4,1996-07-18 00:00:00.000,1996-08-15 00:00:00.000,1996-07-25 00:00:00.000,3,3.25,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,NULL,5022,Mexico
10254,14,5,1996-07-11 00:00:00.000,1996-08-08 00:00:00.000,1996-07-23 00:00:00.000,2,22.98,Chop-suey Chinese,Hauptstr. 31,Bern,NULL,3012,Switzerland
10370,14,6,1996-12-03 00:00:00.000,1996-12-31 00:00:00.000,1996-12-27 00:00:00.000,2,1.17,Chop-suey Chinese,Hauptstr. 31,Bern,NULL,3012,Switzerland
10519,14,6,1997-04-28 00:00:00.000,1997-05-26 00:00:00.000,1997-05-01 00:00:00.000,3,91.76,Chop-suey Chinese,Hauptstr. 31,Bern,NULL,3012,Switzerland
10731,14,7,1997-11-06 00:00:00.000,1997-12-04 00:00:00.000,1997-11-14 00:00:00.000,1,96.65,Chop-suey Chinese,Hauptstr. 31,Bern,NULL,3012,Switzerland
10746,14,1,1997-11-19 00:00:00.000,1997-12-17 00:00:00.000,1997-11-21 00:00:00.000,3,31.43,Chop-suey Chinese,Hauptstr. 31,Bern,NULL,3012,Switzerland
10966,14,4,1998-03-20 00:00:00.000,1998-04-17 00:00:00.000,1998-04-08 00:00:00.000,1,27.19,Chop-suey Chinese,Hauptstr. 31,Bern,NULL,3012,Switzerland
11029,14,4,1998-04-16 00:00:00.000,1998-05-14 00:00:00.000,1998-04-27 00:00:00.000,1,47.84,Chop-suey Chinese,Hauptstr. 31,Bern,NULL,3012,Switzerland
11041,14,3,1998-04-22 00:00:00.000,1998-05-20 00:00:00.000,1998-04-28 00:00:00.000,2,48.22,Chop-suey Chinese,Hauptstr. 31,Bern,NULL,3012,Switzerland
10290,15,8,1996-08-27 00:00:00.000,1996-09-24 00:00:00.000,1996-09-03 00:00:00.000,1,79.70,Comércio Mineiro,Av. dos Lusíadas 23,Sao Paulo,SP,05432-043,Brazil
10466,15,4,1997-03-06 00:00:00.000,1997-04-03 00:00:00.000,1997-03-13 00:00:00.000,1,11.93,Comércio Mineiro,Av. dos Lusíadas 23,Sao Paulo,SP,05432-043,Brazil
10494,15,4,1997-04-02 00:00:00.000,1997-04-30 00:00:00.000,1997-04-09 00:00:00.000,2,65.99,Comércio Mineiro,Av. dos Lusíadas 23,Sao Paulo,SP,05432-043,Brazil
10969,15,1,1998-03-23 00:00:00.000,1998-04-20 00:00:00.000,1998-03-30 00:00:00.000,2,0.21,Comércio Mineiro,Av. dos Lusíadas 23,Sao Paulo,SP,05432-043,Brazil
11042,15,2,1998-04-22 00:00:00.000,1998-05-06 00:00:00.000,1998-05-01 00:00:00.000,1,29.99,Comércio Mineiro,Av. dos Lusíadas 23,Sao Paulo,SP,05432-043,Brazil
10435,16,8,1997-02-04 00:00:00.000,1997-03-18 00:00:00.000,1997-02-07 00:00:00.000,2,9.21,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,NULL,WX1 6LT,UK
10462,16,2,1997-03-03 00:00:00.000,1997-03-31 00:00:00.000,1997-03-18 00:00:00.000,1,6.17,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,NULL,WX1 6LT,UK
10848,16,7,1998-01-23 00:00:00.000,1998-02-20 00:00:00.000,1998-01-29 00:00:00.000,2,38.24,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,NULL,WX1 6LT,UK
10363,17,4,1996-11-26 00:00:00.000,1996-12-24 00:00:00.000,1996-12-04 00:00:00.000,3,30.54,Drachenblut Delikatessen,Walserweg 21,Aachen,NULL,52066,Germany
10391,17,3,1996-12-23 00:00:00.000,1997-01-20 00:00:00.000,1996-12-31 00:00:00.000,3,5.45,Drachenblut Delikatessen,Walserweg 21,Aachen,NULL,52066,Germany
10797,17,7,1997-12-25 00:00:00.000,1998-01-22 00:00:00.000,1998-01-05 00:00:00.000,2,33.35,Drachenblut Delikatessen,Walserweg 21,Aachen,NULL,52066,Germany
10825,17,1,1998-01-09 00:00:00.000,1998-02-06 00:00:00.000,1998-01-14 00:00:00.000,1,79.25,Drachenblut Delikatessen,Walserweg 21,Aachen,NULL,52066,Germany
11036,17,8,1998-04-20 00:00:00.000,1998-05-18 00:00:00.000,1998-04-22 00:00:00.000,3,149.47,Drachenblut Delikatessen,Walserweg 21,Aachen,NULL,52066,Germany
11067,17,1,1998-05-04 00:00:00.000,1998-05-18 00:00:00.000,1998-05-06 00:00:00.000,2,7.98,Drachenblut Delikatessen,Walserweg 21,Aachen,NULL,52066,Germany
10311,18,1,1996-09-20 00:00:00.000,1996-10-04 00:00:00.000,1996-09-26 00:00:00.000,3,24.69,Du monde entier,67 rue des Cinquante Otages,Nantes,NULL,44000,France
10609,18,7,1997-07-24 00:00:00.000,1997-08-21 00:00:00.000,1997-07-30 00:00:00.000,2,1.85,Du monde entier,67 rue des Cinquante Otages,Nantes,NULL,44000,France
10683,18,2,1997-09-26 00:00:00.000,1997-10-24 00:00:00.000,1997-10-01 00:00:00.000,1,4.40,Du monde entier,67 rue des Cinquante Otages,Nantes,NULL,44000,France
